GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0400000US16,16,Idaho,40.3,0.3,40.7,0.4,35.9,1.1,47.4,2.1,38.1,3.1,34.6,3.4,46.4,1.7
0400000US17,17,Illinois,41.1,0.1,42.0,0.2,37.4,0.5,37.9,0.5,33.1,1.3,38.2,1.5,46.2,0.5
0400000US18,18,Indiana,41.7,0.2,42.3,0.2,36.8,0.7,38.6,2.7,28.3,2.1,38.5,2.0,45.4,1.3
0400000US19,19,Iowa,42.0,0.2,42.5,0.2,38.0,0.9,35.8,3.2,31.4,2.4,42.8,2.3,48.5,0.8
0400000US20,20,Kansas,41.5,0.3,42.0,0.3,38.1,0.8,37.9,4.2,34.7,3.0,35.9,1.0,47.1,1.0
0400000US21,21,Kentucky,40.9,0.2,41.5,0.3,36.4,0.8,37.9,1.6,32.8,3.0,37.3,2.3,46.5,1.2
0400000US22,22,Louisiana,40.9,0.3,41.3,0.3,37.3,0.8,37.6,5.4,38.3,3.1,39.0,1.6,45.9,1.5
0400000US23,23,Maine,43.7,0.2,43.9,0.3,38.7,1.8,35.5,10.6,39.5,4.8,41.6,4.2,51.3,1.7
0400000US24,24,Maryland,42.1,0.2,42.7,0.2,38.5,0.7,36.3,1.1,32.5,2.0,39.6,1.9,47.3,0.9
0400000US25,25,Massachusetts,42.3,0.1,43.4,0.2,38.6,0.7,37.3,0.6,31.1,1.2,39.4,1.3,47.9,0.8
0400000US26,26,Michigan,41.7,0.1,42.1,0.1,37.5,0.6,36.3,2.1,31.3,2.2,38.0,1.8,46.6,1.0
0400000US27,27,Minnesota,41.6,0.2,41.9,0.2,38.1,0.8,38.5,1.3,37.6,2.0,40.9,1.3,46.3,0.8
0400000US28,28,Mississippi,41.0,0.3,41.3,0.4,38.1,1.1,42.8,5.2,35.1,4.7,40.4,3.5,47.1,1.8
0400000US29,29,Missouri,41.5,0.2,42.0,0.3,37.7,0.6,40.6,2.6,33.1,2.8,39.0,2.4,46.4,0.9
0400000US30,30,Montana,43.1,0.4,43.3,0.5,40.1,2.3,40.2,6.9,42.9,2.3,34.5,2.8,48.6,1.7
0400000US31,31,Nebraska,41.7,0.2,41.8,0.3,37.0,1.0,31.7,4.8,40.0,2.8,40.2,3.4,47.8,1.2
0400000US32,32,Nevada,40.5,0.2,40.6,0.3,38.3,1.5,37.3,1.9,38.0,2.5,40.1,4.8,47.8,1.5
0400000US33,33,New Hampshire,43.2,0.3,43.6,0.3,36.2,2.6,40.3,8.3,33.6,4.1,35.0,10.3,47.4,1.0
0400000US34,34,New Jersey,42.7,0.2,43.6,0.2,38.5,0.7,38.5,0.8,36.5,1.4,35.2,2.1,47.3,0.6
0400000US35,35,New Mexico,41.0,0.3,41.3,0.4,36.6,1.5,42.4,3.6,40.8,6.1,38.1,7.3,48.1,1.8
0400000US36,36,New York,41.9,0.2,43.6,0.2,40.5,0.4,39.2,0.2,38.0,0.5,40.2,0.7,47.2,0.4
0400000US37,37,North Carolina,41.1,0.2,41.7,0.2,36.7,0.5,35.2,2.6,30.7,2.0,37.1,1.8,45.0,0.8
0400000US38,38,North Dakota,41.4,0.5,41.2,0.6,37.8,2.1,41.3,9.2,39.3,4.8,38.7,2.9,48.7,1.9
0400000US39,39,Ohio,42.1,0.2,42.6,0.2,37.1,0.5,39.7,1.8,30.1,1.1,39.2,1.6,46.2,0.6
0400000US40,40,Oklahoma,40.8,0.2,41.5,0.4,35.5,0.6,39.2,6.2,37.0,2.6,38.4,2.6,46.1,1.3
0400000US41,41,Oregon,41.5,0.2,42.3,0.3,37.1,0.8,36.9,1.5,36.4,1.5,37.5,1.7,46.5,1.0
0400000US42,42,Pennsylvania,42.9,0.2,43.7,0.1,39.3,0.5,40.0,0.7,31.2,1.1,38.0,1.6,46.4,0.6
0400000US44,44,Rhode Island,41.9,0.4,42.7,0.4,37.6,1.4,35.1,5.6,27.8,2.0,30.0,7.1,44.9,2.4
0400000US45,45,South Carolina,41.2,0.3,42.0,0.3,36.9,0.8,35.5,3.6,35.6,2.9,35.7,1.8,43.1,1.2
0400000US46,46,South Dakota,42.6,0.4,42.6,0.4,38.0,2.2,31.8,12.9,47.0,1.5,40.1,1.9,50.5,1.0
0400000US47,47,Tennessee,41.3,0.2,41.6,0.2,37.4,0.7,39.3,1.8,39.8,2.5,38.6,1.2,45.3,0.9
0400000US48,48,Texas,39.9,0.2,40.4,0.2,35.9,0.3,39.5,1.1,34.3,1.5,34.6,1.2,45.7,0.5
0400000US49,49,Utah,36.3,0.3,36.9,0.3,32.0,0.9,35.2,3.2,25.8,1.0,33.5,3.2,40.7,0.8
0400000US50,50,Vermont,43.7,0.3,44.2,0.4,39.0,2.6,39.8,12.1,33.2,6.2,30.3,7.5,49.8,1.3
0400000US51,51,Virginia,41.3,0.2,41.9,0.2,37.1,0.6,40.4,1.2,31.8,1.6,39.5,2.0,44.0,1.1
0400000US53,53,Washington,41.4,0.2,42.0,0.2,38.4,0.6,37.8,0.9,33.2,1.7,38.3,1.6,46.8,0.6
0400000US54,54,West Virginia,42.5,0.3,42.9,0.4,40.0,1.6,37.0,6.7,37.2,3.5,41.7,2.2,46.7,3.5
0400000US55,55,Wisconsin,41.9,0.2,42.4,0.2,37.9,0.6,36.0,3.1,34.0,1.8,40.5,1.5,46.7,0.7
0400000US56,56,Wyoming,41.5,0.7,41.9,0.8,36.2,2.5,43.0,4.5,40.8,3.9,42.4,2.3,49.0,4.7
0400000US72,72,Puerto Rico,39.5,0.3,38.9,0.3,40.5,0.6,42.5,1.1,44.5,1.3,37.2,2.6,45.4,3.2
