GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57
30,Montana,469707,6897,18631,1726,45521,3172,182477,4305,108856,2890,54920,3138,34065,2496,25237,27076,2304,1187,509,1754,630,7598,1110,6051,915,4658,1171,2207,639,3621
31,Nebraska,949370,8967,42913,2507,95393,3457,384265,4989,213299,3431,94140,3370,67369,2786,51991,43461,3037,1097,416,1085,444,14125,1528,11797,1383,5872,967,4583,884,4902
32,Nevada,1198381,13544,30416,3049,115749,5500,554643,8464,260287,6929,104460,4897,81394,4760,51432,32812,3536,315,296,1390,622,12303,2270,7953,1973,3646,1221,3775,1124,3430
33,New Hampshire,627188,8849,29361,2151,57141,2654,233582,5286,163514,3900,64942,2788,47790,2733,30858,39774,2855,1564,504,1577,600,11338,1761,13125,1866,4762,989,3802,780,3606
34,New Jersey,3794403,21862,109240,4710,302018,6269,1578904,13938,959021,10240,383073,7011,266746,7182,195401,155958,7186,1539,665,5042,1021,53540,3783,45646,3706,20169,2420,14047,1843,15975
35,New Mexico,859943,10035,31620,2459,83997,4421,359297,6174,193213,4853,92168,4309,57268,4256,42380,43413,3993,526,275,1416,639,12234,2393,9843,1511,7020,1431,5678,1144,6696
36,New York,9097120,33737,232800,6966,782733,11241,4041694,19612,2191798,14369,878959,13190,566845,10434,402291,342221,9658,6282,1202,17068,2150,126421,5089,87279,4739,40869,3317,30079,2899,34223
37,North Carolina,4187840,29483,125699,6609,398553,11203,1868694,18276,968503,12860,396660,10174,253770,8476,175961,197184,9085,4913,1174,9626,1800,78768,5430,50860,4477,22371,2183,15316,2493,15330
38,North Dakota,399147,5838,19391,1558,49020,2457,156408,3599,87948,2102,39556,2238,27280,1681,19544,21193,1801,671,222,1388,587,6900,1030,5175,848,2575,597,1752,383,2732
39,Ohio,5115608,24381,188659,5904,484673,9230,2109584,12883,1245475,10251,523378,11154,343249,7337,220590,174825,6103,4222,921,8217,1484,60110,3935,45138,3834,22212,2131,17364,1812,17562
40,Oklahoma,1652713,12098,68235,3497,179296,4933,708905,7543,361271,5628,153329,4264,101208,3763,80469,57193,3749,2146,785,4399,1150,17685,1861,14056,1730,6239,901,5379,905,7289
41,Oregon,1720784,15297,50761,3545,154361,5888,748338,9650,391487,6177,177991,5867,124099,5259,73747,107180,5646,1845,633,6013,1405,43403,3720,23316,2294,12333,1763,10264,1731,10006
42,Pennsylvania,5676766,24255,215803,5603,509233,8059,2277069,15882,1401633,11786,605467,9933,392486,7875,275075,220246,7712,9019,1191,12740,2185,77254,4695,55569,3502,26042,2096,20669,2245,18953
44,Rhode Island,485597,7769,19810,2027,47771,2357,199021,5382,114311,4092,48008,2649,33696,2454,22980,18530,2682,139,110,1125,562,6979,1622,5398,1374,2191,865,1432,608,1266
45,South Carolina,1928581,20663,61725,4755,194500,7205,837853,11523,432988,8126,186748,7417,127911,6464,86856,73778,5689,1790,645,6571,2131,25873,3787,17947,2684,8026,1582,7082,1519,6489
46,South Dakota,415211,6393,19370,1558,42442,2349,163342,3460,94301,2284,41365,2849,30840,2207,23551,22698,2338,929,500,1143,571,6254,1188,5749,908,2819,685,2856,770,2948
47,Tennessee,2783927,21143,96893,5192,261986,8988,1217707,13498,649063,8346,267918,7563,176112,5529,114248,89596,6540,2287,737,4430,1273,31015,3461,24324,3922,11379,1763,7280,1209,8881
48,Texas,11319479,45636,371377,11406,1162297,16145,5255199,26906,2517377,16359,950475,15123,628163,10465,434591,474951,16361,7812,1786,22448,3111,185379,9871,129388,7727,50347,4561,40807,3648,38770
49,Utah,1246614,11323,64953,3200,165900,4015,581855,8199,231347,4255,98444,4132,64033,3414,40082,57879,4483,1939,1035,3525,1158,26936,3196,12491,2029,4987,1109,4579,1144,3422
50,Vermont,316925,5456,12823,1253,28731,1503,118952,3266,77933,2265,37300,2007,25269,1943,15917,19640,1638,475,245,867,371,5374,831,5373,886,3060,588,2176,557,2315
51,Virginia,3774998,24251,124274,5978,361655,9078,1636013,16327,893785,9715,343685,9027,247178,7371,168408,176921,8360,4372,1493,14879,3596,63742,3805,43904,4127,17634,1938,16011,2152,16379
53,Washington,3049846,16697,89078,4120,296215,6934,1347232,13000,690591,7526,301720,6935,210169,6217,114841,170119,7904,4856,912,10184,1981,64328,4200,40553,3805,19715,2337,16182,1756,14301
54,West Virginia,712783,10470,23545,2213,65164,3813,288789,6061,170788,4597,79189,4253,50714,2549,34594,22041,2670,961,526,1207,534,7414,1377,5798,1374,1904,595,2177,652,2580
55,Wisconsin,2725010,13339,119828,4306,259443,5856,1114380,7634,665119,7363,278103,5083,177242,4649,110895,119608,4720,4511,874,4818,780,41005,3186,32153,2139,14196,1541,11327,1164,11598
56,Wyoming,293001,5659,13349,1467,26704,2393,120061,3525,65928,2284,33597,2400,19343,2177,14019,11864,2067,376,211,508,392,3424,1044,2993,894,1442,550,1290,487,1831
72,Puerto Rico,1059501,10838,13993,2177,84663,4433,553006,8086,244138,5273,80672,3869,50281,2886,32748,26402,2997,501,311,1373,635,10616,1930,6535,1256,3216,894,2177,727,1984
