GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71
12,Florida,7951248,35473,5879313,39871,5449661,40503,429652,11704,508993,15592,614305,16734,248056,9797,221202,9472,468190,14745,11189,368113,13214,232409,8738,158165,6441,74244,6056,15675,2399,6298,1776,6124,1669,11381,1488,93877,6455,2349
13,Georgia,4154601,29139,2997637,29305,2834447,27813,163190,7913,243545,10203,306871,9673,183258,8143,188920,8720,228158,10513,6212,193640,9587,121297,8203,91169,7496,30128,3926,10862,2487,1945,920,5841,1526,9258,1359,43690,4506,747
15,Hawaii,650007,8074,396099,8729,374189,8832,21910,2425,44870,3277,23516,2607,64064,3469,79048,3489,41869,3347,541,29592,2924,12196,1733,8324,1496,3872,819,1369,490,83,85,1485,820,3587,882,10707,1698,165
16,Idaho,650977,9066,433915,9498,405642,9217,28273,4081,43623,4146,55719,4358,41171,3904,23003,2721,51993,3973,1553,41471,4792,21338,3386,13352,2207,7986,2630,1333,573,798,676,1561,971,191,194,15438,2260,812
17,Illinois,5812277,24156,4251359,23581,4050426,23025,200933,7333,500059,10220,420767,11818,223002,8794,126039,5969,282690,9219,8361,238350,9003,129977,6420,96455,5202,33522,3443,14234,1975,3720,840,8226,1232,5322,1117,74432,5001,2439
18,Indiana,2836280,19856,2102646,19630,2025972,19503,76674,5171,258787,8512,179771,6646,104057,6225,48548,3951,139230,7364,3241,90794,5194,49238,3872,37649,3092,11589,2113,4560,1138,919,373,2263,864,502,340,32569,2717,743
19,Iowa,1516771,10252,1062064,10697,1011232,10984,50832,2963,141212,5732,103945,4051,81285,4136,22552,2070,102374,3837,3339,69772,3681,27572,2289,20063,1977,7509,1092,6030,1200,1014,429,1265,426,360,221,32784,2214,747
20,Kansas,1388460,12936,949460,12532,908335,12660,41125,2575,109506,4894,109491,5386,78563,4523,48021,3014,90902,4851,2517,59431,3662,28530,2172,20673,1936,7857,1375,2518,647,1505,583,1784,820,3509,820,20624,2021,961
21,Kentucky,1834339,14693,1278323,14322,1229754,14139,48569,3003,141997,5568,117318,5254,125247,5894,72140,4382,96726,4616,2588,52732,4271,26609,2858,19360,2182,7249,1748,2066,603,958,366,1349,493,1956,607,19204,2675,590
22,Louisiana,1954590,17940,1397109,16362,1325568,16211,71541,5088,116873,6365,149540,7190,122031,5661,60447,4227,107054,5619,1536,41995,3794,24646,2855,17406,2571,7240,1523,1785,608,689,370,2000,900,463,278,12329,1740,83
23,Maine,613827,6974,390832,7333,367352,6938,23480,2377,76438,4611,48327,2897,23209,1897,17652,2044,56444,3027,925,34355,2580,16465,1782,11444,1388,5021,1316,2175,561,207,149,463,278,467,265,14375,1673,203
24,Maryland,2578497,21068,1648120,20577,1557945,19585,90175,4687,232122,7291,210681,7678,120946,5192,228426,8383,134868,6126,3334,116524,5620,60694,3861,42833,2925,17861,2271,6761,1149,2021,1119,1343,376,6099,1016,38657,3433,949
25,Massachusetts,3276451,15331,2243742,16268,2148513,16928,95229,5418,404988,9083,228108,7384,124779,5257,61793,4099,208885,7259,4156,144432,6149,75165,4044,60169,3911,14996,1867,12040,1529,1159,443,4759,933,728,263,49618,3342,963
26,Michigan,4053376,20143,2967242,19746,2824788,19239,142454,6208,382412,8744,254050,7768,163928,5953,67180,3576,211920,5669,6644,144120,4998,75959,3996,54865,3225,21094,2501,8193,1229,3529,918,4652,924,1098,512,49532,3038,1157
27,Minnesota,2690486,14684,1907241,16172,1803973,15321,103268,4267,285665,7822,182247,6378,107692,5171,43066,2608,160178,5147,4397,139664,4396,70725,3431,51886,2932,18839,1956,9478,1364,2293,656,3412,829,428,232,51913,2113,1415
28,Mississippi,1116963,12403,755944,12902,720392,12652,35552,3390,61083,4061,82954,5254,103862,6233,47686,3821,63925,3843,1509,26321,2757,11893,1974,8458,1554,3435,951,1612,627,514,438,1036,443,297,263,10768,2045,201
29,Missouri,2743037,18723,1906998,18546,1826324,18590,80674,4555,275620,7753,171765,6539,130796,5479,94207,4881,159865,6290,3786,113846,5023,55085,3963,44066,3604,11019,1640,6685,1255,1261,460,2690,912,10083,669,36768,3085,1274
30,Montana,469707,6897,291755,6388,264528,6356,27227,2841,45556,3094,34795,2785,29449,2418,22835,2520,42271,2796,3046,27076,2304,12408,1804,7712,1318,4696,1142,1366,534,481,268,942,423,499,376,10202,1306,1178
31,Nebraska,949370,8967,657466,9041,621405,9034,36061,2445,78962,3892,66924,3281,47370,2957,27555,2400,68452,3730,2641,43461,3037,17010,1884,10957,1492,6053,1012,1265,355,911,353,1078,464,140,132,22161,1873,896
32,Nevada,1198381,13544,942816,16785,905452,16856,37364,4223,42010,4768,81716,7437,34680,4052,42620,4540,53991,5070,548,32812,3536,17997,2574,11838,2038,6159,1789,1794,905,658,451,1032,783,688,424,10506,1997,137
33,New Hampshire,627188,8849,420705,8111,399539,8004,21166,2187,69101,4028,52857,3011,23719,2110,13956,1644,46306,3106,544,39774,2855,23982,2248,18829,2091,5153,1233,2210,708,1142,611,754,439,533,280,10892,1613,261
34,New Jersey,3794403,21862,2803643,22466,2655579,22859,148064,6821,251298,9820,304364,9690,169979,6448,80686,5062,179616,7467,4817,155958,7186,99924,6436,72355,5004,27569,3189,7391,1191,2969,728,1411,500,1067,538,41993,3429,1203
35,New Mexico,859943,10035,534959,11162,512276,10613,22683,2514,63785,4456,72620,4620,65793,4610,62636,4382,58287,4150,1863,43413,3993,18812,2236,13318,2022,5494,1180,3333,1104,784,375,1645,735,609,413,18001,2653,229
36,New York,9097120,33737,6197914,38745,5864441,39166,333473,11119,899975,15732,879293,16554,379460,8013,195719,6943,535640,13090,9119,342221,9658,183857,7237,131578,6649,52279,3953,19767,2622,7497,1603,4068,992,4362,1009,120427,6226,2243
37,North Carolina,4187840,29483,2944281,28448,2799709,26329,144572,7738,283218,10588,279372,8868,258462,9532,177487,7074,238983,9390,6037,197184,9085,113838,6578,88701,5685,25137,2909,8991,2040,3366,1213,3614,945,7988,1675,57942,4653,1445
38,North Dakota,399147,5838,255134,4657,242680,4655,12454,1261,42963,3024,27586,2211,21984,2201,17325,1611,33099,2136,1056,21193,1801,6015,1047,4208,981,1807,438,717,238,199,105,1412,385,160,131,12114,1482,576
39,Ohio,5115608,24381,3694782,22848,3555362,22080,139420,6695,475117,10633,386527,9519,183217,7074,106720,4993,262835,8669,6410,174825,6103,95069,4804,74289,4297,20780,2469,10250,1553,3230,905,3586,824,1563,703,59842,3140,1285
40,Oklahoma,1652713,12098,1133126,12930,1076891,13177,56235,3872,101802,4686,104517,5060,112181,4848,87210,4218,109903,4959,3974,57193,3749,25843,2354,18809,1905,7034,1191,2656,674,1494,585,1074,403,3695,1024,21772,2591,659
41,Oregon,1720784,15297,1170471,16897,1106112,16185,64359,4120,160611,6811,121459,4866,87059,4508,43460,3628,135073,6468,2651,107180,5646,52894,4072,41559,3828,11335,1637,4581,1076,2321,873,2695,879,1991,698,42233,3571,465
42,Pennsylvania,5676766,24255,4085579,25713,3915850,25605,169729,7157,643651,10990,335587,9227,178424,5429,128068,6551,298485,8262,6972,220246,7712,119303,5305,93911,4518,25392,2365,19911,2353,3867,864,3016,606,2030,628,69498,4340,2621
44,Rhode Island,485597,7769,330040,7074,312384,7130,17656,2217,59463,4200,32835,3284,19945,2374,16494,1721,26105,2667,715,18530,2682,9294,1678,6917,1307,2377,1155,1059,493,249,195,550,383,344,274,6841,1423,193
45,South Carolina,1928581,20663,1368657,17478,1299563,16905,69094,5036,111301,6503,125028,7222,132477,6903,83103,5393,105423,7252,2592,73778,5689,41255,4430,31517,3864,9738,2149,4247,1283,1255,670,2445,875,2197,1058,21586,3130,793
46,South Dakota,415211,6393,261338,5971,246080,5900,15258,2075,44459,3428,33209,2707,19576,2116,20339,2415,35219,2668,1071,22698,2338,8552,1501,5746,1275,2806,675,1512,702,785,398,118,129,904,691,10391,1082,436
47,Tennessee,2783927,21143,1972990,20327,1911240,20108,61750,4105,216424,7865,210419,8689,107504,5381,75738,5190,196939,8328,3913,89596,6540,43148,4288,34560,3662,8588,1766,6402,1250,1031,427,1612,568,1334,548,35069,4059,1000
48,Texas,11319479,45636,8160733,43937,7839178,44828,321555,12432,650151,15461,835814,17893,532805,16037,372666,10307,751781,18665,15529,474951,16361,267869,12046,213965,10301,53904,5410,19873,2905,6698,1752,7675,1765,10298,2370,159177,9377,3361
49,Utah,1246614,11323,891131,10571,840490,10097,50641,4165,90663,4880,85355,4785,73349,4181,47965,3464,56752,3843,1399,57879,4483,33493,3863,24037,3241,9456,1680,2306,754,1009,473,1511,669,450,266,18930,2464,180
50,Vermont,316925,5456,191106,5350,177366,5443,13740,1722,45120,2792,23435,2094,16884,1892,10149,1815,29644,1949,587,19640,1638,8187,1106,5520,1011,2667,649,2014,578,378,163,707,310,318,229,8012,909,24
51,Virginia,3774998,24251,2486640,22512,2371114,21840,115526,5871,276623,9954,310957,10196,160790,6774,355394,10138,180358,7277,4236,176921,8360,94425,5555,69785,4700,24640,3230,8348,1459,2459,833,4892,1276,18327,5052,47531,3799,939
53,Washington,3049846,16697,2070308,19252,1955216,19990,115092,6378,236453,7499,208125,7208,187454,8110,158649,6035,184223,6455,4634,170119,7904,88789,5252,65427,4296,23362,2550,7480,1375,2656,724,8726,2134,10042,3086,51349,3977,1077
54,West Virginia,712783,10470,487677,10351,470225,10092,17452,2319,53503,3319,52386,3837,56021,4037,29328,2698,33046,3026,822,22041,2670,10854,1665,8424,1527,2430,760,1874,856,491,352,1119,445,697,490,6947,1393,59
55,Wisconsin,2725010,13339,1966381,14102,1881504,14794,84877,4673,256532,6443,188742,6006,112066,4669,44597,2852,152364,5360,4328,119608,4720,61446,3988,47118,3464,14328,1670,8499,1032,2519,670,2823,710,405,264,42891,2427,1025
56,Wyoming,293001,5659,190002,6521,179971,6429,10031,1797,20314,2430,30130,2473,20799,2401,12352,1698,18464,2194,940,11864,2067,5575,1398,3750,1164,1825,695,188,177,177,146,423,239,113,142,5301,1099,87
72,Puerto Rico,1059501,10838,656762,10633,629713,10655,27049,2915,47905,3472,58515,3602,166225,7894,24202,2721,104021,5877,1871,26402,2997,8004,1902,5889,1579,2115,857,973,396,824,532,1074,519,262,204,14993,1940,272
